target,sent_id1,sentence1,year1,text1,period1,sent_id2,sentence2,year2,text2,period2,semantic_relatedness,hate1,hate2,hate1_second,hate2_second,semantic_relatedness_second
epistles,292997,"of his epistles which he wrote backe to his congregation , leading his life in exile , mention is made above wherin he sheweth the vertve beseeming a faithfull pastor in that he tooke no lesse care , as wel of his owne church , as of other bishops being absent , then he did being presente .",1583,JohnFoxe,t1,322926,"12 . in which all foresaid epistles , this order and difference of degrees is taken , that the first and principall place is given to primats or patriarches , the second to metrapolitanes or archbishops , the third to bishops , and finally above all these is extolled the apostolicall sea of the bishop of rome , [ 220 ] contrary to all that which before hath bene alledged out of iustinian , the councell of nice & of antioch , & c. whereby it may appeare that either iustinian in preferring archbishops above metropolitanes , did not read these epistles decretall , if they were unfained , or if they were forged , they which forged the said epistles in their names , did not wel advise that iustinian had written in this matter before .",1583,JohnFoxe,t1,4,0,0,0,0,3
dainties,160748,"i say first ( ridiculous ) first , [ 86 ] because they prohibite to eate [ 1 ] egges , cheese , milke , and butter ; and iet permit all maner of strong wines , all kindes of most delicate fishes , and other dainties whatsoever , flesh only excepted .",1596,ThomasBell,t1,298321,"for i would y shoulde buylde your selves riche and gorgeous palacies , iee fare like princes , eating and drinking the most daintiest meates , and pleasauntest wi•es that may be gotten : y hoord and heepe together an infinite deale of treasure , not like to him that said , golde and silver i have none , y serve and fight for us according to your wages o most acceptable society or fellowship , promised unto us by the prophet , and of those fathers long ago reprooved : whilest that christ called thee the sinagogue of sathan , and likened thee to the mighty whoore which committed fornicatiō with the kings of the earth , [ 6621 ] the adulterous spouse of christ , and of a chaste person made a strompet .",1583,JohnFoxe,t1,3,0,0,1,1,4
dainties,417779,"i am the same bread that am come down from heaven he that cōmeth unto me , shall not be hongry & he that beleueth in me , shal never be •hyrstie lo , what dainties we do set forth in our supper .",1548,AnthonyGilby,t0,608280,"come divine poets , and sweet oratours , the silver streaming fountaines of flowingest witt , and shiningest art : come chawcer , and spencer ; more , and cheeke ; ascham , and astely ; sidney , and dier ; come the dearest sister of the dearest brother , the sweetest daughter of the sweetest muses , onely one excepted , the brightest diamant of the richest eloquence , onely one excepted , the resplendentest mirrour of feminine valour , onely one excepted ; the gentlewooman of curtesy , the lady of vertve , the countesse of excellency , and the madame of immortall honour : come all the daintiest dainties of this toungue , and doe homage to your verticall starre ; that hath all the soveraine influences of the eloquent , and learned constellations at a becke , and paradiseth the earth with the ambrosiall dewes of his incomprehensible witt .",1593,GabrielHarvey,t1,3,0,0,0,0,3
dainties,417220,"v. times by a priest : without dout he shalbe delivered and if it be read for the soule of the dead : strait after it is read v. times the soule shalbe delivered frō paynwyth such lies and blasphemies do you prepare the peoples mindes to your dainty dyshes.now your cautiles & subtillities that you have about these dainties : declare you to be more supersticiouse , then were the phariseis , and far more foleish then the heathen : in so moch that i am ashamed to write them , ❧ of the pure sacrifice of malachy the prophete.page clxxxvibvt you do establishe your masse and ▪ sacrifice ( as you suppose ) very strong ly , by the prophete malachy , whom your doctour damascen doeth alledge for the unbloudy sacrifice .",1548,AnthonyGilby,t0,415379,"which ought all ways to be preached & shewed forth in this supper of the lorde , that the flocke of christ may continually feade on these dainties of the heavenly manna accordinge to the sayinge of christ .",1548,AnthonyGilby,t0,4,0,0,1,0,3
dainties,608311,"the sweet sisters answer , that in her conscience thought lechery the superficies of sinne , ( a rare word with women , but by her aunswer she should seeme to be learned ): the trve tale of one of martins godly sonnes , that having the company of one of his sisters in the open fieldes , said he would not smoother - up sinne , and deale in hugger - mugger against his conscience : ( the historiographer hath many privy intelligences ): the sober taleof the eldest elder , that received forty angels at his table , where he sat with no lesse then forty good dishes of the greatest dainties , in more pompe , then a pope : ( he was not of the starued pythagorean , or platonicall diet : but liberall exhibition may maintaine good hospitality ): the zelous looueletter , or corinthian epistle to the widow , as honest a woman , as ever burnt malt : ( the wooer , or the register of aretines religion ): the holy othe of the martinist , that thinking to sweare by his conscience , swore by his concupiscence : ( did not he forget himselfe , that expresly affirmed ?",1593,GabrielHarvey,t1,164062,"o mary glorious , in dainties delicious , prepare thou glory for vs.againe in another place thus ; [ 882 ] maria mater domini aeterni patris filij , fer opem nobis omnibus ad teconfugientibus .",1596,ThomasBell,t1,4,0,0,0,0,3
dainties,327694,"this thing i sweare on the holy gospel of god presently touched of me.first , that he beleueth not the immortality of men and of christen soules , [ 4756 ] but thinking much like as the saducies did beleeve , that there is no everlasting life , and i c men can not get at the length ioy , but all the lot and part of comfort and gladnes to be in this world : and by this meanes he affirmeth , that it is no sinne for the body to live daintely in al dainties .",1583,JohnFoxe,t1,160748,"i say first ( ridiculous ) first , [ 86 ] because they prohibite to eate [ 1 ] egges , cheese , milke , and butter ; and iet permit all maner of strong wines , all kindes of most delicate fishes , and other dainties whatsoever , flesh only excepted .",1596,ThomasBell,t1,3,0,0,0,1,4
dainties,417327,"you say that ther is rawe flesh , bloude and bones : which thinges ( cōpared unto oures ) are no dainties .",1548,AnthonyGilby,t0,417779,"i am the same bread that am come down from heaven he that cōmeth unto me , shall not be hongry & he that beleueth in me , shal never be •hyrstie lo , what dainties we do set forth in our supper .",1548,AnthonyGilby,t0,4,0,0,0,0,4
dainties,417220,"v. times by a priest : without dout he shalbe delivered and if it be read for the soule of the dead : strait after it is read v. times the soule shalbe delivered frō paynwyth such lies and blasphemies do you prepare the peoples mindes to your dainty dyshes.now your cautiles & subtillities that you have about these dainties : declare you to be more supersticiouse , then were the phariseis , and far more foleish then the heathen : in so moch that i am ashamed to write them , ❧ of the pure sacrifice of malachy the prophete.page clxxxvibvt you do establishe your masse and ▪ sacrifice ( as you suppose ) very strong ly , by the prophete malachy , whom your doctour damascen doeth alledge for the unbloudy sacrifice .",1548,AnthonyGilby,t0,417779,"i am the same bread that am come down from heaven he that cōmeth unto me , shall not be hongry & he that beleueth in me , shal never be •hyrstie lo , what dainties we do set forth in our supper .",1548,AnthonyGilby,t0,4,0,0,1,0,3
dainties,417213,"what so ever dainties you have , they go home hongry , boeth in their bodies and soules .",1548,AnthonyGilby,t0,418768,"by the whiche blasphemouse wordes , wherein you wish that this same mixture that you make , shoulde be saluacion of body and soule : we may espy that you have here dainties prepared for the devilles owne toth your preparatiues to these dainties , are like to the dainties them selves , that is to say deuillishe.reade the rubrica of the masse to eschew [ 512 ] mortality , and the masse of the five woundes where as it is written that what priest so ever sayth the office of this masse .",1548,AnthonyGilby,t0,4,0,0,1,1,4
dainties,272418,"tese felowes will dispute with a full belly of fasting , and iet they eate fesans , partriches , and al i e picked dainties that can be found in a contry.now tel me i pray yow what have i saide beside the sentences of the holy goost ?",1537,UrbanusRheginus,t0,725182,"forsooth they will eate no flesh , but marmelade , sucket , iellies , spiced cakes , wine , all manner of conserved and preserved dainties they will feede of on fasting - nights , and licke their sweet fingers : such was the fasting of some in hieromes time , that would eate no oile , but they would seeke for figs , pepper , nuts , dates , cakes , & c. some would eate no bread , [ 1228 ] nor drinke water , sed sorbitiunculas delicatas & contrita olera betarumque succum , & c. but seeke for delicate suppings , [ 1229 ] and herbs shred together , and the iuice of beetes , & c. this is the right patterne of popish fasting .",1603,AndrewWillet2,t1,4,0,0,1,0,4
strengthes,377891,"then we acknowledge that not onely outward discipline is required of us , and vertves whiche without grace we may perfourme of our owne strength , but suche workes , as the holy gooste him selfe worketh in us , as , a trve and perfecte truste of grace and gods healpe thorow christe iesus , trve invocation in al perilles , fervent love of god , and oure neighboure , perfecte obedience from the whole herte , and al oure strengthes , to be pure and fre frō al naughty motions , and to be inclined and caried onely hereunto , that thou serve god onely , that thou praise and magnify him onely with the trve love of him , and of thy neighbour with al kindes of good workes , wherby thou mayst further the health of men , and therein sette forth the glory of god.this trve , and holesome vnderstandynge of the lawe is necessary for all men , wherewith as all men be reproved of sinne , so also they be called backe unto repentaunce , anda way unto their hertes is prepared for the lorde .",1547,HermannvonWied2,t0,469104,"whiche semed to many ( say they ) a very pure religion , but some men there were whiche thought it a matter full of parell , and wolde not have had it so passe , least the prestes professinge a chastite above their strengthes , shulde therby fall into most horrible •indes of filthinesse ( a christen sentence ) to the great blemish and shame of christianite .",1551,JohnBale,t0,4,0,0,0,0,4
strengthes,293012,"and albeit that they were many and sundry times driven out of the land , & chased from one countrey to an other , iet that notwithstanding , they ever gathered new strengthes and power , that they abode still within the land.and thus ( as by the stories appeareth ) this troublesome land of britaine , [ 1973 ] now called england , hath bene hetherto by v. sundry outward nations plagued .",1583,JohnFoxe,t1,38005,from the mouths of such as stood upon their own strengthes as if they had beene gods .,1586,JohnNorden,t1,4,0,0,0,1,3
strengthes,476721,"for the lawe requireth , that god shoulde so be loved and worshipped of vs. but no man can bringe this to passe , that we be farre from all those thinges that god forbiddeth , excepte the love of god , and of those thinges that god commaundeth so have enflamed a man altogither , that he abhorre from all that , that god forbiddeth , with his whole hert , his whole soule , and al his strengthes .",1547,HermannvonWied1,t0,475459,"in like manner , disorders were sometimes committed in the countries of flamminia and emillia , by the negligence of magistrates in not executing the lawes , before pope alexander the fixt had wisely displaced and removed the negligent governoures thereof ; before which time , these regions were full of theft , robberies , and rebellions , the which offences did not arise from the nature of the place or people , as some did then suppose , but rather from the malice and negligence of their governoures ; for they beeing poore , woulde notwithstanding live richly , and sumptuously ; they made lawes , and were the first that offended against the same , and by their example invited others thereunto ; neither did they punish any that offended the lawes , untill they increased to great strengthes and numbers , ac tunc demum ( saith the author of this history ) non iusticiae conservandae causae , sed praedae dulcedine permoti , paenas ab omnibus simul gravissimas exigebant ; ex quare hoc sequebatur absurdum , ut expilati assiduis illis mulctis homines ad paupertatem redigerentur , atque hinc impellerentur ad vexandos alios , quibus existimabant se viribus esse superiores , quo quidem modo vitia non emendabantur , sed ad ea homines instituebantur , dependebant que haec omnia ex prava eorum regulorum natura .",1594,RichardBecon,t1,4,0,0,0,0,1
strengthes,6245,"not pleasing , but dylpleasynge our almighty maker , for so much as they are but mocking promises of thinges impossible , unprofitable , parelouse , page xciiiiwycked , uncertaine , above our strengthes , and al cōtrary to christes doctrine .",1550,JohnBale,t0,475467,"neither be these all the discommodities that perpetual garrisons drawe with them , for these notwithstanding , [ 19 ] we have beene forced to send at sundry times armies roiall to suppresse disorders and rebellions , as the same more at large may appeare in the act of restraining of tributes ; so as wee may conclude , that where colonies are not strongly and faithfully deducted , there the ende of the first warres , is but a beginning of the second more daungerous then the first ; the which may appeare by the recordes of salamina : for no sooner were the people or sects , called omores , odempseis , oconores , and others , expelled by great forces and strengthes , to our great charges , out of the severall countries of liece , sl•wmarge , irry , glimnaliry , and offaile , but eftsones for that we deducted not colonies , they traiterously entered the said countries by force , [ 20 ] and long detained the same , untill they were with greater forces expelled , all which more at large may appeare in the act made for the deviding of countries , into shiere groundes , so as we may conclude , that it is not for wise princes to persevere in that course of governement , which doth nourish as it were a perpetuall interest in troubles , charges , and expenses : for the which causes chiefely did the ʋenetians willingly abandon the governement of bybienna and pisa , and wee of athens , salamina , the which did chiefely arise unto us , for that in steede of planting of colonies , we placed garrisons .",1594,RichardBecon,t1,4,0,0,0,0,2
strengthes,478392,[ 72 ] whereof it appeareth that we can not do the leste cōmaundementes of the lawe thorowe oure owne strengthes without the healpe of the holy goste .,1547,HermannvonWied1,t0,786814,[ 10 ] the riche townes and strengthes with i e wealth thereof possessed by the spaniardes .,1585,AnonymousElizabethi,t1,4,0,0,0,0,1
strengthes,38005,from the mouths of such as stood upon their own strengthes as if they had beene gods .,1586,JohnNorden,t1,475459,"in like manner , disorders were sometimes committed in the countries of flamminia and emillia , by the negligence of magistrates in not executing the lawes , before pope alexander the fixt had wisely displaced and removed the negligent governoures thereof ; before which time , these regions were full of theft , robberies , and rebellions , the which offences did not arise from the nature of the place or people , as some did then suppose , but rather from the malice and negligence of their governoures ; for they beeing poore , woulde notwithstanding live richly , and sumptuously ; they made lawes , and were the first that offended against the same , and by their example invited others thereunto ; neither did they punish any that offended the lawes , untill they increased to great strengthes and numbers , ac tunc demum ( saith the author of this history ) non iusticiae conservandae causae , sed praedae dulcedine permoti , paenas ab omnibus simul gravissimas exigebant ; ex quare hoc sequebatur absurdum , ut expilati assiduis illis mulctis homines ad paupertatem redigerentur , atque hinc impellerentur ad vexandos alios , quibus existimabant se viribus esse superiores , quo quidem modo vitia non emendabantur , sed ad ea homines instituebantur , dependebant que haec omnia ex prava eorum regulorum natura .",1594,RichardBecon,t1,4,0,0,1,0,1
strengthes,38005,from the mouths of such as stood upon their own strengthes as if they had beene gods .,1586,JohnNorden,t1,37928,"for naturall reason coulde not have iudged the victory to go with david for that , that in respect of his stature & person , there was no more equality than betweene a little mouse and a great elephant , and as their persons & strengthes were farre unlike , so were their weapons and externall instrumentes of warre , for the strong man had farre the greater oddes , for hee was armedfor the purpose with speare and shielde , and poore david was naked , onely a slinge in his hande , wherewith ( iet such was gods providence ) with a stone hee killed this huge and [ 252 ] mighty monster , who vaunting of his owne strength , blasphemed the god of heaven , in whose miraculous death , the power of god and his hatred against manns trust and confidence in the strength of flesh and bloud , was showed : to the comfort of the godly , and confusion of the wicked.this and such like examples are written for our learning , that wee through the assurance of our defence in our captaine christ , should not [ 253 ] feare the force of our boasting adversaries the strength and hauty courage of the graund captaine of the romish philistines , who challengeth all men that seeme to take their defence in god , glorying and boasting in his many countries , stronge and fencible cities , and many multitudes of people , that are in subiection under him .",1586,JohnNorden,t1,4,0,0,1,1,3
strengthes,701515,"nights and did eate nothinge at all , geuinge us example by his fasting not to faste the like fast , which is impossible and above i e natural strengthes of any man , but to come unto the word of god thorow fasting with al reverence & humility , whither we reade or heare it.the apostles of christ likewise [ 235 ] before they universally preached the kingdom of christ , fasted and prayd , and as they wer fasting and prayinge , the holly ghoste came downe upon them and endued them with the knowledge of al languages , & taught them the trve vnderstandynge of gods holy misteries.to ende , [ 236 ] cornelius being very desierous to knowe i • trve and approved religiō before god , fasted & prayd unto the lord , and god gracious•• satisfied his desirethe .xxiiii .",1551,ThomasBecon,t0,293012,"and albeit that they were many and sundry times driven out of the land , & chased from one countrey to an other , iet that notwithstanding , they ever gathered new strengthes and power , that they abode still within the land.and thus ( as by the stories appeareth ) this troublesome land of britaine , [ 1973 ] now called england , hath bene hetherto by v. sundry outward nations plagued .",1583,JohnFoxe,t1,4,0,0,0,0,4
strengthes,478392,[ 72 ] whereof it appeareth that we can not do the leste cōmaundementes of the lawe thorowe oure owne strengthes without the healpe of the holy goste .,1547,HermannvonWied1,t0,37565,"[ 246 ] for as i have doone to spaine , to fraunce , and diverse other countries , cities , and people , [ 247 ] so will i doe unto englande , i will bring them into their woonted obedience unto my decrees , or else will i send my multitudes and my mightiemen , to beseege their cities , and to vanquish their people , in such sorte as they shall not escape.here is much a doe , heere are great wordes , a frivolous ostentation of a mortall man , the [ 248 ] enemy of god , a member of sathan , friende to no good man , a poison to every christian soule , that is defiled with his enchauntmentes , the pitch of perdition , which who so toucheth is polluted with a deadly filth , can hee not looke into the course and confusion of this assirian king , and sette him as a mirror or glasse to beholde his owne proceedinges : and what shall become of him without his vnfeyned conuertion.and can not his adherentes call to minde the [ 249 ] ende of this assirian army : surely , ( were they not besotted with the confidence in their owne power and strengthes ) they woulde call it to minde and tremble for feare , that their successe in the service of suche a maister , can not bee good , nor take a salutary ende .",1586,JohnNorden,t1,4,0,0,0,0,1
strengthes,542684,"the weake and feble man , unto whom god and good education , had given wit in strengthes place , pulled by .iiii .",1536,RichardMorison2,t0,37565,"[ 246 ] for as i have doone to spaine , to fraunce , and diverse other countries , cities , and people , [ 247 ] so will i doe unto englande , i will bring them into their woonted obedience unto my decrees , or else will i send my multitudes and my mightiemen , to beseege their cities , and to vanquish their people , in such sorte as they shall not escape.here is much a doe , heere are great wordes , a frivolous ostentation of a mortall man , the [ 248 ] enemy of god , a member of sathan , friende to no good man , a poison to every christian soule , that is defiled with his enchauntmentes , the pitch of perdition , which who so toucheth is polluted with a deadly filth , can hee not looke into the course and confusion of this assirian king , and sette him as a mirror or glasse to beholde his owne proceedinges : and what shall become of him without his vnfeyned conuertion.and can not his adherentes call to minde the [ 249 ] ende of this assirian army : surely , ( were they not besotted with the confidence in their owne power and strengthes ) they woulde call it to minde and tremble for feare , that their successe in the service of suche a maister , can not bee good , nor take a salutary ende .",1586,JohnNorden,t1,4,0,0,0,0,3
lordshippes,68741,karolus of golde for amendes eche of them of their propre goodes without delay or grace.also for our officers of receite & iustice of auditours of our countrees and lordshippes / we ordeine that within .xv .,1532,AnonymousKarlV,t0,151220,"and whereas at the first they had no certaine habitation , baldwin king of ierusalem , granted unto them a dwelling place in his pallace , by the temple , and the chanons of the same temple , gave them the streete thereby to build there in their houses of office , and the patriarke , the king , the nobles , and prelates : gave unto them certaine revenewes out of their lordshippes.their first profession [ 1242 ] was for safegarde of the pilgrimes comming to visite the sepulchre and to keepe the high ways againstthe liing in waite of theeves , & c. about ten yeares after they had a rule appointed unto them , and a white habite by honorius then pope , and whereas they had been but nine in number , they beganne to increase greatly .",1598,JohnStow,t1,4,0,0,0,0,4
lordshippes,326287,"sitting in iudgement at his manour of statewood , yelded and submitted themselves to his lordshippes pleasure , humbly craving pardon of their trespasse .",1583,JohnFoxe,t1,313994,"how then shal they be able ( which do uniustly possesse such lordshippes or landes ) to deliver them by their prayers from paine , which have geven to them these lordships or landes , seing god from the beginning hath hated all extortion in his burnt sacrifices ?",1583,JohnFoxe,t1,3,0,0,0,0,3
lordshippes,465609,"lordshippes , namely one in dutchlande , ( that they gat with begginge ) prusse , and eyflande or lyfelande .",1537,Anonymous1,t0,71247,"but why they would not aunswere us , what other cause can there be , but that either they feared the matter that they were not able to aunswere us , or els ( as by their hast might well appeare ) they came , not to speake the truth , but to condemne us in post hast , [ 1533 ] before the truth might be throughly tried and heard , for in all hast we were all three condemned of heresy upon friday.this much i thought good to signify unto your lordshippes , that you may knowe the indifferent handling of matters , [ 1534 ] leaving the iudgement thereof unto your wisedomes , and i beseech your lordshippes to remember me a poore prisoner unto the queenes maiestie , and i shall pray , as i doe daily , to god for the long preservation of your good lordshippes in all godlinesse and felicitie.¶a letter wherein hee reproveth and condemneth the false and sclaunderous reportes of the papistes , which said that he had set up masse againe at canterbury .",1580,ThomasCranmer,t1,3,0,0,0,1,4
lordshippes,156386,firste this is evidently knowen that through the benefite of god our princes have obediente people in thei• lordshippes and dominions .,1536,Anonymous2,t0,68801,also of our servauntes and other of our countrees and lordshippes of what estate that they be .,1532,AnonymousKarlV,t0,4,0,0,0,0,4
lordshippes,444417,"and the oath of supremacy be mimstred with like addition , to all men generally within this realine , from the age of sixteene yeares vpwardes , twice every yeare , by the maiors , and couernours of cities , townes , and corporations , and by stewards and other officers in mannors and lordshippes in their cuntreis , and their leetes , and law - days .",1603,Anonymous1,t1,71247,"but why they would not aunswere us , what other cause can there be , but that either they feared the matter that they were not able to aunswere us , or els ( as by their hast might well appeare ) they came , not to speake the truth , but to condemne us in post hast , [ 1533 ] before the truth might be throughly tried and heard , for in all hast we were all three condemned of heresy upon friday.this much i thought good to signify unto your lordshippes , that you may knowe the indifferent handling of matters , [ 1534 ] leaving the iudgement thereof unto your wisedomes , and i beseech your lordshippes to remember me a poore prisoner unto the queenes maiestie , and i shall pray , as i doe daily , to god for the long preservation of your good lordshippes in all godlinesse and felicitie.¶a letter wherein hee reproveth and condemneth the false and sclaunderous reportes of the papistes , which said that he had set up masse againe at canterbury .",1580,ThomasCranmer,t1,3,0,0,0,1,4
lordshippes,68801,also of our servauntes and other of our countrees and lordshippes of what estate that they be .,1532,AnonymousKarlV,t0,396062,"and verely it semed to me , that it could not honestly be dewe to any besides your lordship , for so muche as it was done in your lordshippes house .",1550,JohannRivius,t0,3,0,0,0,0,3
lordshippes,465609,"lordshippes , namely one in dutchlande , ( that they gat with begginge ) prusse , and eyflande or lyfelande .",1537,Anonymous1,t0,68945,t hat they that kepe brydales in all our countrees and lordshippes / shall not bid but their next kinsfolkes and frendes on both parties / to the nombre of .xx .,1532,AnonymousKarlV,t0,4,0,0,0,0,4
lordshippes,68945,t hat they that kepe brydales in all our countrees and lordshippes / shall not bid but their next kinsfolkes and frendes on both parties / to the nombre of .xx .,1532,AnonymousKarlV,t0,785109,"last they are as diverse as either rife or busy , & ingenia aequè varia , scarce two of them in one minde.first they builde in the ruines of therocke : for what betwene the sacrilegious preferrer , which will not beg all but have some : and the simonicall gratifier , who like our new kinde of purchasers , makes away land to get lordshippes by sea : and the fantastique reformer , qu• nomine imperij impugnat imperium , [ 49 ] who hath beene so long building the church , till hee hath almost puld downe the church ( for there are more kinde of martinets than the libellers ) never wrought hannibals scalding vineger upon the alpes , as these fellowes , as hote as tart spirits , doe upon this poore rocke ( the church ) to make it moulder downe .",1599,HenryPrice,t1,4,0,0,0,2,4
lordshippes,68801,also of our servauntes and other of our countrees and lordshippes of what estate that they be .,1532,AnonymousKarlV,t0,362758,"for which cause , as others provided spices and balmes , and monuments of stone or brasse to preserve their bodies , so i intended a monument of paper , and such other preservatives as ▪ i coulde , to keepe their names in life , which the violence of time can not so quickly iniury , as the fatall vngratefulnesse of these latter daies.but your lordshippes most vndeserved and unlooked for bounty towards mee , hath altered that meaninge .",1599,JohnKing,t1,3,0,0,0,1,4
lordshippes,362200,"let neither distempered humours within quench it , nor all the waters of the sea betwixt spaine and us , bring rage and hostility enough to put it out , but let the light of gods owne most blessed countenance for ever & ever shine upon it.it nowe remaineth , that in the humblest manner i can , i wholy resigne my selfe and the course of my life to your honourable both protection and disposition ; askinge pardon for my boldnesse , and defense for these my simple endeavours , & beseeching the god of heaven & earth , to multiply his richest blessings , upon your honour , your lady , and your children whither within or without the land.your lordshippes most bounden and dutifull chaplaine john kinge.the first lecture .",1599,JohnKing,t1,362758,"for which cause , as others provided spices and balmes , and monuments of stone or brasse to preserve their bodies , so i intended a monument of paper , and such other preservatives as ▪ i coulde , to keepe their names in life , which the violence of time can not so quickly iniury , as the fatall vngratefulnesse of these latter daies.but your lordshippes most vndeserved and unlooked for bounty towards mee , hath altered that meaninge .",1599,JohnKing,t1,4,0,0,0,1,3
rechabites,166369,"the rechabites would drinke no wine all the days of their lives , because ionadab the sonne of rechab their father , [ 63 ] had so commanded them .",1596,ThomasBell,t1,420201,"6 . and if you say , that it was not the custome of the nazarites to dwell in tents : you shall finde that the rechabites did not so straightly observe this , as the other , namely not to drinke wine : for ierem .",1592,AndrewWillet,t1,4,0,0,0,0,4
rechabites,36169,"rechabites , christians , and catholikes are all [ 5 ] one .",1580,WilliamFulke,t1,165144,"i therefore say first , that the whole scope of the prophet , [ 1 ] is nothing else in the story of the rechabites , but by their example to confound the disobedient iewes .",1596,ThomasBell,t1,4,0,0,0,2,4
rechabites,156792,"the same may be saide of other vowes taughte in the lawe.there be alledged also the rechabites , [ * ] whiche neither had any possession , neither did drinke any wine , as hieremy writeth in the xxxv .",1536,Anonymous2,t0,166435,12.the 11 . section of the rechabites .,1596,ThomasBell,t1,4,0,0,0,0,4
rechabites,466019,rechabite or rechabites secte .,1537,Anonymous1,t0,163117,"for the rechabites kept strictly the commandementes of ionadab , even many yeares after he was dead ▪ but the iewes would not obey the everliving god , iere .",1596,ThomasBell,t1,4,0,0,2,2,4
rechabites,362923,"the rechabites shall never want a testimony of their obedience , unles the booke of ieremy the prophet be againe cut with a penknife , & burnt upon an hearth , as in the days of zedekias .",1599,JohnKing,t1,35048,"wherfore they can not so lightly be acquitted of heresy , even by hieronymies owne rule , and last of all by the example of the name of rechabites , who had their name of their family , and not of any sect in perfection .",1580,WilliamFulke,t1,4,0,0,2,2,4
rechabites,465405,"wherfore i cal such iewes rechabites , that will in dede conterfaite ionadabs childeren or the rechabites in that , for the which they have obtained the blessinge of god : hopinge that god will blesse them also , seinge they do it that the childeren of ionadab did of this reade ieremy the .",1537,Anonymous1,t0,158020,"but the rechabites in that penury of all thing{is } were iet maried : our religious men , whan they have plenty of all maner delices and pleasures , do professe single life .",1536,Anonymous2,t0,4,0,0,2,0,4
rechabites,466019,rechabite or rechabites secte .,1537,Anonymous1,t0,466142,"upon this have other iewes ( that wolde also be rechabites ) gone to & drinke no wine , buyld no houses sowe no feldes , & plante no vines forever : & whiche perchaunce they did not , because they gat inough with usury .",1537,Anonymous1,t0,4,0,0,2,2,4
rechabites,158020,"but the rechabites in that penury of all thing{is } were iet maried : our religious men , whan they have plenty of all maner delices and pleasures , do professe single life .",1536,Anonymous2,t0,465651,rechabite or rechabites are they i e toke upon them to folow the cōmaūmēt of i e rechabites .,1537,Anonymous1,t0,4,0,0,0,0,4
nauclerus,470997,"loke in the chronicles of ioannes nauclerus , generacione .",1551,JohnBale,t0,313996,"and so doth also marianus scotus , and nauclerus , with other that folow damasus , affirme the same.after him came stephanus next bishop of rome following lucius : whome damasus , platina , and sabellicus , affirme to have sit vij .",1583,JohnFoxe,t1,4,0,0,0,0,4
nauclerus,470940,"angisus the sonne of arnolde bishopp of metis , [ 705 ] vsurpynge the high stewardship of fraunce , at layser made the kinge to go pike a salett , & defeated him of his crowne by helpe of the prestes , as witnessith abbas vespergensis , tritemius in compendio , and ioannes nauclerus .",1551,JohnBale,t0,469083,"lambertus shafnaburgensis , sigebertus , martinus , ioannes de columna , ioannes nauclerus , duneimense chronicon , mutius , & alij . ☞ what mischefe sprange of that pectyferouse acte .",1551,JohnBale,t0,4,0,0,0,0,4
nauclerus,470853,"sigebertus , capgraue , tritemius , nauclerus , vuicelius.¶oxforde shurned .",1551,JohnBale,t0,216650,"neither doth s. isidore make much more for it , as [ p ] nauclerus citeth him .",1584,JohnRainolds,t1,4,0,0,0,0,4
nauclerus,467940,"[ 380 ] loke the workes of nauclerus , vuicelias , •ernardus lut••enburg , & alphonsus de castro.¶doctrine of boniface , with sale of whores .",1551,JohnBale,t0,327123,"marianus scotus , sabellicus , nauclerus , & other late story writers doe hold as is aforesaid , [ 912 ] that he died a martir in the days of alexander severus , after he had governed that seat , 4 . yeares , as damasus and platina do witnes , as marianus saith , eight yeares.the same damasus and platina do testify of him , that he by his preaching and holines of life cōuerted divers ethnikes to the faith .",1583,JohnFoxe,t1,4,0,0,0,0,4
nauclerus,469443,"he also assoiled all the people from the othe of allegeaunce made afore to the said hylderich and his of springe , as testifieth paulus aemillius , platma , nauclerus tritemius , otto phrisingensis , and other .",1551,JohnBale,t0,470024,"hartmannus shedel , ioannes nauclerus , ioannes stella , and barnes, ☞ an archebishop execrated , and a bishop wounded .",1551,JohnBale,t0,4,0,0,0,0,4
nauclerus,470940,"angisus the sonne of arnolde bishopp of metis , [ 705 ] vsurpynge the high stewardship of fraunce , at layser made the kinge to go pike a salett , & defeated him of his crowne by helpe of the prestes , as witnessith abbas vespergensis , tritemius in compendio , and ioannes nauclerus .",1551,JohnBale,t0,468789,"de claris mulieribus , platina , sabellicus , martinus carsulanus , volateranus , nauclerus , mantuanus , ioannes stella , ioannes textor , & robertus barnes in uitis romanorum pontificum.¶holy water , with a boke against marriage .",1551,JohnBale,t0,4,0,0,0,0,4
nauclerus,469443,"he also assoiled all the people from the othe of allegeaunce made afore to the said hylderich and his of springe , as testifieth paulus aemillius , platma , nauclerus tritemius , otto phrisingensis , and other .",1551,JohnBale,t0,338282,"upon the life of this adrian 4 . setteth downe the letter of the pope : but ( crafty as he was ) he set not downe the answer of the emperor , recited by nauclerus .",1600,CiprianodeValera,t1,4,0,0,0,0,4
nauclerus,467940,"[ 380 ] loke the workes of nauclerus , vuicelias , •ernardus lut••enburg , & alphonsus de castro.¶doctrine of boniface , with sale of whores .",1551,JohnBale,t0,469083,"lambertus shafnaburgensis , sigebertus , martinus , ioannes de columna , ioannes nauclerus , duneimense chronicon , mutius , & alij . ☞ what mischefe sprange of that pectyferouse acte .",1551,JohnBale,t0,4,0,0,0,0,4
