target,sent_id1,sentence1,year1,text1,period1,sent_id2,sentence2,year2,text2,period2,semantic_relatedness,hate1,hate2
epistles,792339,"if that christ hath not taught them al thinges necessary for a christi man to know , then were they vnperfitchristen men , and in an evell case : if christ have taught then all truthe , and they woulde not teache us that again in their epistles and gosples , they were both vnkind unto us , & disobedient persones to christ , which cōmaunded them to teache us all such thinges as he taught then before : but they were both kinde unto us , and obedient unto their maister christe : therefore , they taughte in their writtinges , that •s , in the epistles and gospels , al holsom doctrine and necessary , for a christen man to know .",1548,WilliamTurner1,t0,68271,[ 175 ] cicero in his epistles [ 176 ] the hole armoure or harnayse of i e popes bisshoppis .,1536,Anonymous1,t0,4,0,0
epistles,791039,are there no thīges writen in pauls epistles which be not writen in moises law and the prophetes ?,1547,RobertSmith,t0,340250,"in another place he saith : except pope athanasius and paulinus : iet neither alipius , nor pamachius , nor epiphanius , nor aunornor athanasius nor paulinus were ever bishops of the church of rome.among the epistles of saint ciprian , [ 42 ] there is one thus entituled : the presbiters and deacons abiding at rome , send greeting to pope ciprian .",1600,CiprianodeValera,t1,4,0,0
epistles,791039,are there no thīges writen in pauls epistles which be not writen in moises law and the prophetes ?,1547,RobertSmith,t0,554072,doe you obiect those epistles in the cause of supremacy against m. iewel speaking of private masse and halfe communion ?,1585,WilliamWhitaker,t1,4,0,0
epistles,155257,"[ 232 ] and s. ciprian in the firste boke of his epistles , saith the same thing , that christ called such breade , as is made of manny cornes ioined togither , his body : and suche wine he named his bloudde , as is pressed out of many grapes , and made into wine .",1550,ThomasCranmer,t0,280054,"unto this was added by the catholikes the authority of saint augustine out of his booke de fide & operibus and the fourtenth [ 51 ] chapter , where he hath registred that this doctrine of iustification by faith onely , was an heresy taught in the apostles time : for reformation whereof he declareth that saint iohn , saint peter , s. iude , and saint iames , did write their epistles , wherein they so much inculcate the doctrine of good workes .",1583,AlexanderNowell,t1,4,0,0
epistles,789260,"4 . of the like lunaticall humour are your epistles to the lords , especially that which came from you about midsomer moone last , to and against the archhishop of canterbury , about sheol and hades , senseles for the period , vnsound for the argument , immodest in reproches , vntrue for the slaunders , dishonest in false witnesses , ridiculous for the vanities .",1599,Anonymous1,t1,554072,doe you obiect those epistles in the cause of supremacy against m. iewel speaking of private masse and halfe communion ?,1585,WilliamWhitaker,t1,4,0,0
epistles,4724,"i boldely affirme it , nothinge at a•• [ 480 ] fearing the holinesse of your ambrose , th•• this is no christen learning , but a doctri•• of hipocrisy , idolatry , iewishnesse , yd••nesse , and deuilishnes , a forsaking of chr••• a curse , and dampnacion , as s. paule ••clareth through all his epistles.if any man teache yow ( saith he ) any •ther gospell , or kinde of doctrine , thatpage lxxvhaue taught yow , holde him accursed , galathians .",1550,JohnBale,t0,338545,"also in the epistles which he wrote , being prisoner in rome , he sent salutations from the faithfull , which were then in rome , without any mention made of saint peter .",1600,CiprianodeValera,t1,4,0,0
epistles,68271,[ 175 ] cicero in his epistles [ 176 ] the hole armoure or harnayse of i e popes bisshoppis .,1536,Anonymous1,t0,14648,"fouretéene epistles of paule i e apostle : of peter the apostle , two : of iames the brother of i e lord , & an apostle , one epistle : of iudas one : of iohn , thrée : and the apocalips of iohn .",1588,RobertCrowley,t1,4,0,0
epistles,791039,are there no thīges writen in pauls epistles which be not writen in moises law and the prophetes ?,1547,RobertSmith,t0,14648,"fouretéene epistles of paule i e apostle : of peter the apostle , two : of iames the brother of i e lord , & an apostle , one epistle : of iudas one : of iohn , thrée : and the apocalips of iohn .",1588,RobertCrowley,t1,4,0,0
epistles,4724,"i boldely affirme it , nothinge at a•• [ 480 ] fearing the holinesse of your ambrose , th•• this is no christen learning , but a doctri•• of hipocrisy , idolatry , iewishnesse , yd••nesse , and deuilishnes , a forsaking of chr••• a curse , and dampnacion , as s. paule ••clareth through all his epistles.if any man teache yow ( saith he ) any •ther gospell , or kinde of doctrine , thatpage lxxvhaue taught yow , holde him accursed , galathians .",1550,JohnBale,t0,68271,[ 175 ] cicero in his epistles [ 176 ] the hole armoure or harnayse of i e popes bisshoppis .,1536,Anonymous1,t0,4,0,0
epistles,292997,"of his epistles which he wrote backe to his congregation , leading his life in exile , mention is made above wherin he sheweth the vertve beseeming a faithfull pastor in that he tooke no lesse care , as wel of his owne church , as of other bishops being absent , then he did being presente .",1583,JohnFoxe,t1,322926,"12 . in which all foresaid epistles , this order and difference of degrees is taken , that the first and principall place is given to primats or patriarches , the second to metrapolitanes or archbishops , the third to bishops , and finally above all these is extolled the apostolicall sea of the bishop of rome , [ 220 ] contrary to all that which before hath bene alledged out of iustinian , the councell of nice & of antioch , & c. whereby it may appeare that either iustinian in preferring archbishops above metropolitanes , did not read these epistles decretall , if they were unfained , or if they were forged , they which forged the said epistles in their names , did not wel advise that iustinian had written in this matter before .",1583,JohnFoxe,t1,4,0,0
dainties,160748,"i say first ( ridiculous ) first , [ 86 ] because they prohibite to eate [ 1 ] egges , cheese , milke , and butter ; and iet permit all maner of strong wines , all kindes of most delicate fishes , and other dainties whatsoever , flesh only excepted .",1596,ThomasBell,t1,298321,"for i would y shoulde buylde your selves riche and gorgeous palacies , iee fare like princes , eating and drinking the most daintiest meates , and pleasauntest wi•es that may be gotten : y hoord and heepe together an infinite deale of treasure , not like to him that said , golde and silver i have none , y serve and fight for us according to your wages o most acceptable society or fellowship , promised unto us by the prophet , and of those fathers long ago reprooved : whilest that christ called thee the sinagogue of sathan , and likened thee to the mighty whoore which committed fornicatiō with the kings of the earth , [ 6621 ] the adulterous spouse of christ , and of a chaste person made a strompet .",1583,JohnFoxe,t1,3,0,0
dainties,417779,"i am the same bread that am come down from heaven he that cōmeth unto me , shall not be hongry & he that beleueth in me , shal never be •hyrstie lo , what dainties we do set forth in our supper .",1548,AnthonyGilby,t0,608280,"come divine poets , and sweet oratours , the silver streaming fountaines of flowingest witt , and shiningest art : come chawcer , and spencer ; more , and cheeke ; ascham , and astely ; sidney , and dier ; come the dearest sister of the dearest brother , the sweetest daughter of the sweetest muses , onely one excepted , the brightest diamant of the richest eloquence , onely one excepted , the resplendentest mirrour of feminine valour , onely one excepted ; the gentlewooman of curtesy , the lady of vertve , the countesse of excellency , and the madame of immortall honour : come all the daintiest dainties of this toungue , and doe homage to your verticall starre ; that hath all the soveraine influences of the eloquent , and learned constellations at a becke , and paradiseth the earth with the ambrosiall dewes of his incomprehensible witt .",1593,GabrielHarvey,t1,3,0,0
dainties,417220,"v. times by a priest : without dout he shalbe delivered and if it be read for the soule of the dead : strait after it is read v. times the soule shalbe delivered frō paynwyth such lies and blasphemies do you prepare the peoples mindes to your dainty dyshes.now your cautiles & subtillities that you have about these dainties : declare you to be more supersticiouse , then were the phariseis , and far more foleish then the heathen : in so moch that i am ashamed to write them , ❧ of the pure sacrifice of malachy the prophete.page clxxxvibvt you do establishe your masse and ▪ sacrifice ( as you suppose ) very strong ly , by the prophete malachy , whom your doctour damascen doeth alledge for the unbloudy sacrifice .",1548,AnthonyGilby,t0,415379,"which ought all ways to be preached & shewed forth in this supper of the lorde , that the flocke of christ may continually feade on these dainties of the heavenly manna accordinge to the sayinge of christ .",1548,AnthonyGilby,t0,4,0,0
dainties,608311,"the sweet sisters answer , that in her conscience thought lechery the superficies of sinne , ( a rare word with women , but by her aunswer she should seeme to be learned ): the trve tale of one of martins godly sonnes , that having the company of one of his sisters in the open fieldes , said he would not smoother - up sinne , and deale in hugger - mugger against his conscience : ( the historiographer hath many privy intelligences ): the sober taleof the eldest elder , that received forty angels at his table , where he sat with no lesse then forty good dishes of the greatest dainties , in more pompe , then a pope : ( he was not of the starued pythagorean , or platonicall diet : but liberall exhibition may maintaine good hospitality ): the zelous looueletter , or corinthian epistle to the widow , as honest a woman , as ever burnt malt : ( the wooer , or the register of aretines religion ): the holy othe of the martinist , that thinking to sweare by his conscience , swore by his concupiscence : ( did not he forget himselfe , that expresly affirmed ?",1593,GabrielHarvey,t1,164062,"o mary glorious , in dainties delicious , prepare thou glory for vs.againe in another place thus ; [ 882 ] maria mater domini aeterni patris filij , fer opem nobis omnibus ad teconfugientibus .",1596,ThomasBell,t1,4,0,0
dainties,327694,"this thing i sweare on the holy gospel of god presently touched of me.first , that he beleueth not the immortality of men and of christen soules , [ 4756 ] but thinking much like as the saducies did beleeve , that there is no everlasting life , and i c men can not get at the length ioy , but all the lot and part of comfort and gladnes to be in this world : and by this meanes he affirmeth , that it is no sinne for the body to live daintely in al dainties .",1583,JohnFoxe,t1,160748,"i say first ( ridiculous ) first , [ 86 ] because they prohibite to eate [ 1 ] egges , cheese , milke , and butter ; and iet permit all maner of strong wines , all kindes of most delicate fishes , and other dainties whatsoever , flesh only excepted .",1596,ThomasBell,t1,3,0,0
dainties,417327,"you say that ther is rawe flesh , bloude and bones : which thinges ( cōpared unto oures ) are no dainties .",1548,AnthonyGilby,t0,417779,"i am the same bread that am come down from heaven he that cōmeth unto me , shall not be hongry & he that beleueth in me , shal never be •hyrstie lo , what dainties we do set forth in our supper .",1548,AnthonyGilby,t0,4,0,0
dainties,417220,"v. times by a priest : without dout he shalbe delivered and if it be read for the soule of the dead : strait after it is read v. times the soule shalbe delivered frō paynwyth such lies and blasphemies do you prepare the peoples mindes to your dainty dyshes.now your cautiles & subtillities that you have about these dainties : declare you to be more supersticiouse , then were the phariseis , and far more foleish then the heathen : in so moch that i am ashamed to write them , ❧ of the pure sacrifice of malachy the prophete.page clxxxvibvt you do establishe your masse and ▪ sacrifice ( as you suppose ) very strong ly , by the prophete malachy , whom your doctour damascen doeth alledge for the unbloudy sacrifice .",1548,AnthonyGilby,t0,417779,"i am the same bread that am come down from heaven he that cōmeth unto me , shall not be hongry & he that beleueth in me , shal never be •hyrstie lo , what dainties we do set forth in our supper .",1548,AnthonyGilby,t0,4,0,0
dainties,417213,"what so ever dainties you have , they go home hongry , boeth in their bodies and soules .",1548,AnthonyGilby,t0,418768,"by the whiche blasphemouse wordes , wherein you wish that this same mixture that you make , shoulde be saluacion of body and soule : we may espy that you have here dainties prepared for the devilles owne toth your preparatiues to these dainties , are like to the dainties them selves , that is to say deuillishe.reade the rubrica of the masse to eschew [ 512 ] mortality , and the masse of the five woundes where as it is written that what priest so ever sayth the office of this masse .",1548,AnthonyGilby,t0,4,0,0
dainties,272418,"tese felowes will dispute with a full belly of fasting , and iet they eate fesans , partriches , and al i e picked dainties that can be found in a contry.now tel me i pray yow what have i saide beside the sentences of the holy goost ?",1537,UrbanusRheginus,t0,725182,"forsooth they will eate no flesh , but marmelade , sucket , iellies , spiced cakes , wine , all manner of conserved and preserved dainties they will feede of on fasting - nights , and licke their sweet fingers : such was the fasting of some in hieromes time , that would eate no oile , but they would seeke for figs , pepper , nuts , dates , cakes , & c. some would eate no bread , [ 1228 ] nor drinke water , sed sorbitiunculas delicatas & contrita olera betarumque succum , & c. but seeke for delicate suppings , [ 1229 ] and herbs shred together , and the iuice of beetes , & c. this is the right patterne of popish fasting .",1603,AndrewWillet2,t1,4,0,0
strengthes,377891,"then we acknowledge that not onely outward discipline is required of us , and vertves whiche without grace we may perfourme of our owne strength , but suche workes , as the holy gooste him selfe worketh in us , as , a trve and perfecte truste of grace and gods healpe thorow christe iesus , trve invocation in al perilles , fervent love of god , and oure neighboure , perfecte obedience from the whole herte , and al oure strengthes , to be pure and fre frō al naughty motions , and to be inclined and caried onely hereunto , that thou serve god onely , that thou praise and magnify him onely with the trve love of him , and of thy neighbour with al kindes of good workes , wherby thou mayst further the health of men , and therein sette forth the glory of god.this trve , and holesome vnderstandynge of the lawe is necessary for all men , wherewith as all men be reproved of sinne , so also they be called backe unto repentaunce , anda way unto their hertes is prepared for the lorde .",1547,HermannvonWied2,t0,469104,"whiche semed to many ( say they ) a very pure religion , but some men there were whiche thought it a matter full of parell , and wolde not have had it so passe , least the prestes professinge a chastite above their strengthes , shulde therby fall into most horrible •indes of filthinesse ( a christen sentence ) to the great blemish and shame of christianite .",1551,JohnBale,t0,4,0,0
strengthes,293012,"and albeit that they were many and sundry times driven out of the land , & chased from one countrey to an other , iet that notwithstanding , they ever gathered new strengthes and power , that they abode still within the land.and thus ( as by the stories appeareth ) this troublesome land of britaine , [ 1973 ] now called england , hath bene hetherto by v. sundry outward nations plagued .",1583,JohnFoxe,t1,38005,from the mouths of such as stood upon their own strengthes as if they had beene gods .,1586,JohnNorden,t1,4,0,0
strengthes,476721,"for the lawe requireth , that god shoulde so be loved and worshipped of vs. but no man can bringe this to passe , that we be farre from all those thinges that god forbiddeth , excepte the love of god , and of those thinges that god commaundeth so have enflamed a man altogither , that he abhorre from all that , that god forbiddeth , with his whole hert , his whole soule , and al his strengthes .",1547,HermannvonWied1,t0,475459,"in like manner , disorders were sometimes committed in the countries of flamminia and emillia , by the negligence of magistrates in not executing the lawes , before pope alexander the fixt had wisely displaced and removed the negligent governoures thereof ; before which time , these regions were full of theft , robberies , and rebellions , the which offences did not arise from the nature of the place or people , as some did then suppose , but rather from the malice and negligence of their governoures ; for they beeing poore , woulde notwithstanding live richly , and sumptuously ; they made lawes , and were the first that offended against the same , and by their example invited others thereunto ; neither did they punish any that offended the lawes , untill they increased to great strengthes and numbers , ac tunc demum ( saith the author of this history ) non iusticiae conservandae causae , sed praedae dulcedine permoti , paenas ab omnibus simul gravissimas exigebant ; ex quare hoc sequebatur absurdum , ut expilati assiduis illis mulctis homines ad paupertatem redigerentur , atque hinc impellerentur ad vexandos alios , quibus existimabant se viribus esse superiores , quo quidem modo vitia non emendabantur , sed ad ea homines instituebantur , dependebant que haec omnia ex prava eorum regulorum natura .",1594,RichardBecon,t1,4,0,0
strengthes,6245,"not pleasing , but dylpleasynge our almighty maker , for so much as they are but mocking promises of thinges impossible , unprofitable , parelouse , page xciiiiwycked , uncertaine , above our strengthes , and al cōtrary to christes doctrine .",1550,JohnBale,t0,475467,"neither be these all the discommodities that perpetual garrisons drawe with them , for these notwithstanding , [ 19 ] we have beene forced to send at sundry times armies roiall to suppresse disorders and rebellions , as the same more at large may appeare in the act of restraining of tributes ; so as wee may conclude , that where colonies are not strongly and faithfully deducted , there the ende of the first warres , is but a beginning of the second more daungerous then the first ; the which may appeare by the recordes of salamina : for no sooner were the people or sects , called omores , odempseis , oconores , and others , expelled by great forces and strengthes , to our great charges , out of the severall countries of liece , sl•wmarge , irry , glimnaliry , and offaile , but eftsones for that we deducted not colonies , they traiterously entered the said countries by force , [ 20 ] and long detained the same , untill they were with greater forces expelled , all which more at large may appeare in the act made for the deviding of countries , into shiere groundes , so as we may conclude , that it is not for wise princes to persevere in that course of governement , which doth nourish as it were a perpetuall interest in troubles , charges , and expenses : for the which causes chiefely did the ʋenetians willingly abandon the governement of bybienna and pisa , and wee of athens , salamina , the which did chiefely arise unto us , for that in steede of planting of colonies , we placed garrisons .",1594,RichardBecon,t1,4,0,0
strengthes,478392,[ 72 ] whereof it appeareth that we can not do the leste cōmaundementes of the lawe thorowe oure owne strengthes without the healpe of the holy goste .,1547,HermannvonWied1,t0,786814,[ 10 ] the riche townes and strengthes with i e wealth thereof possessed by the spaniardes .,1585,AnonymousElizabethi,t1,4,0,0
strengthes,38005,from the mouths of such as stood upon their own strengthes as if they had beene gods .,1586,JohnNorden,t1,475459,"in like manner , disorders were sometimes committed in the countries of flamminia and emillia , by the negligence of magistrates in not executing the lawes , before pope alexander the fixt had wisely displaced and removed the negligent governoures thereof ; before which time , these regions were full of theft , robberies , and rebellions , the which offences did not arise from the nature of the place or people , as some did then suppose , but rather from the malice and negligence of their governoures ; for they beeing poore , woulde notwithstanding live richly , and sumptuously ; they made lawes , and were the first that offended against the same , and by their example invited others thereunto ; neither did they punish any that offended the lawes , untill they increased to great strengthes and numbers , ac tunc demum ( saith the author of this history ) non iusticiae conservandae causae , sed praedae dulcedine permoti , paenas ab omnibus simul gravissimas exigebant ; ex quare hoc sequebatur absurdum , ut expilati assiduis illis mulctis homines ad paupertatem redigerentur , atque hinc impellerentur ad vexandos alios , quibus existimabant se viribus esse superiores , quo quidem modo vitia non emendabantur , sed ad ea homines instituebantur , dependebant que haec omnia ex prava eorum regulorum natura .",1594,RichardBecon,t1,4,0,0
strengthes,38005,from the mouths of such as stood upon their own strengthes as if they had beene gods .,1586,JohnNorden,t1,37928,"for naturall reason coulde not have iudged the victory to go with david for that , that in respect of his stature & person , there was no more equality than betweene a little mouse and a great elephant , and as their persons & strengthes were farre unlike , so were their weapons and externall instrumentes of warre , for the strong man had farre the greater oddes , for hee was armedfor the purpose with speare and shielde , and poore david was naked , onely a slinge in his hande , wherewith ( iet such was gods providence ) with a stone hee killed this huge and [ 252 ] mighty monster , who vaunting of his owne strength , blasphemed the god of heaven , in whose miraculous death , the power of god and his hatred against manns trust and confidence in the strength of flesh and bloud , was showed : to the comfort of the godly , and confusion of the wicked.this and such like examples are written for our learning , that wee through the assurance of our defence in our captaine christ , should not [ 253 ] feare the force of our boasting adversaries the strength and hauty courage of the graund captaine of the romish philistines , who challengeth all men that seeme to take their defence in god , glorying and boasting in his many countries , stronge and fencible cities , and many multitudes of people , that are in subiection under him .",1586,JohnNorden,t1,4,0,0
strengthes,701515,"nights and did eate nothinge at all , geuinge us example by his fasting not to faste the like fast , which is impossible and above i e natural strengthes of any man , but to come unto the word of god thorow fasting with al reverence & humility , whither we reade or heare it.the apostles of christ likewise [ 235 ] before they universally preached the kingdom of christ , fasted and prayd , and as they wer fasting and prayinge , the holly ghoste came downe upon them and endued them with the knowledge of al languages , & taught them the trve vnderstandynge of gods holy misteries.to ende , [ 236 ] cornelius being very desierous to knowe i • trve and approved religiō before god , fasted & prayd unto the lord , and god gracious•• satisfied his desirethe .xxiiii .",1551,ThomasBecon,t0,293012,"and albeit that they were many and sundry times driven out of the land , & chased from one countrey to an other , iet that notwithstanding , they ever gathered new strengthes and power , that they abode still within the land.and thus ( as by the stories appeareth ) this troublesome land of britaine , [ 1973 ] now called england , hath bene hetherto by v. sundry outward nations plagued .",1583,JohnFoxe,t1,4,0,0
strengthes,478392,[ 72 ] whereof it appeareth that we can not do the leste cōmaundementes of the lawe thorowe oure owne strengthes without the healpe of the holy goste .,1547,HermannvonWied1,t0,37565,"[ 246 ] for as i have doone to spaine , to fraunce , and diverse other countries , cities , and people , [ 247 ] so will i doe unto englande , i will bring them into their woonted obedience unto my decrees , or else will i send my multitudes and my mightiemen , to beseege their cities , and to vanquish their people , in such sorte as they shall not escape.here is much a doe , heere are great wordes , a frivolous ostentation of a mortall man , the [ 248 ] enemy of god , a member of sathan , friende to no good man , a poison to every christian soule , that is defiled with his enchauntmentes , the pitch of perdition , which who so toucheth is polluted with a deadly filth , can hee not looke into the course and confusion of this assirian king , and sette him as a mirror or glasse to beholde his owne proceedinges : and what shall become of him without his vnfeyned conuertion.and can not his adherentes call to minde the [ 249 ] ende of this assirian army : surely , ( were they not besotted with the confidence in their owne power and strengthes ) they woulde call it to minde and tremble for feare , that their successe in the service of suche a maister , can not bee good , nor take a salutary ende .",1586,JohnNorden,t1,4,0,0
strengthes,542684,"the weake and feble man , unto whom god and good education , had given wit in strengthes place , pulled by .iiii .",1536,RichardMorison2,t0,37565,"[ 246 ] for as i have doone to spaine , to fraunce , and diverse other countries , cities , and people , [ 247 ] so will i doe unto englande , i will bring them into their woonted obedience unto my decrees , or else will i send my multitudes and my mightiemen , to beseege their cities , and to vanquish their people , in such sorte as they shall not escape.here is much a doe , heere are great wordes , a frivolous ostentation of a mortall man , the [ 248 ] enemy of god , a member of sathan , friende to no good man , a poison to every christian soule , that is defiled with his enchauntmentes , the pitch of perdition , which who so toucheth is polluted with a deadly filth , can hee not looke into the course and confusion of this assirian king , and sette him as a mirror or glasse to beholde his owne proceedinges : and what shall become of him without his vnfeyned conuertion.and can not his adherentes call to minde the [ 249 ] ende of this assirian army : surely , ( were they not besotted with the confidence in their owne power and strengthes ) they woulde call it to minde and tremble for feare , that their successe in the service of suche a maister , can not bee good , nor take a salutary ende .",1586,JohnNorden,t1,4,0,0
lanfrancus,469226,"mathew of westminstre saith , that paulus the abbot of s. albons , [ 1037 ] folowing the fotesteppes of his father lanfrancus , was than here in englande a most busy doer , for so muche as in england , fraunce , and italy , the great•• 〈 ◊ 〉 of men folowed in those days the opinion of berengarius , and oclefe .",1551,JohnBale,t0,470304,other great miracles this lanfrancus ded in his lattre age .,1551,JohnBale,t0,4,0,0
lanfrancus,469269,"[ 884 ] undre the same kinge also a solempne othe and profession by writinge to the bastarde bishop of rome was demaunded and taken by his vicar lanfrancus , in the yeare of our lord a m. and lxix .",1551,JohnBale,t0,324016,"1088 . and raigned 13 . yeares , being crowned at westminster by lanfrancus , who after his coronation released out of prison , by the request of his father , [ 2671 ] divers of the english lords , which before had bene in custody .",1583,JohnFoxe,t1,4,0,0
lanfrancus,309116,"also , it was asked of the saide anselme , whether that iee wold be with the king in geuing inuestures as lanfrancus his predecessor was with his father .",1583,JohnFoxe,t1,692002,"25 . beside the exposition of lanfrancus there set downe , is reported by gratian to have bene otherwise expounded by some other .",1594,RobertAbbot,t1,4,0,0
lanfrancus,470030,"in the ende this lanfrancus , by the helpe of aristotles logick , gregories olde constitucion , and the popes authorite , obtained both at rome & page xxixat wyndesore in englande , that canterbury shuld from thens fourth have the superporyte over the see of yorke .",1551,JohnBale,t0,468457,[ 887 ] lanfrancus .,1551,JohnBale,t0,4,0,0
lanfrancus,470030,"in the ende this lanfrancus , by the helpe of aristotles logick , gregories olde constitucion , and the popes authorite , obtained both at rome & page xxixat wyndesore in englande , that canterbury shuld from thens fourth have the superporyte over the see of yorke .",1551,JohnBale,t0,469660,"a sore strife besell in the same selfe yeare , [ 886 ] betwyn these bastarde bishoppes , specially betwyn lanfrancus of canterbury & thomas norman of yorke , which of them shuld be highest in that mitred kingdome of idelnesse .",1551,JohnBale,t0,4,0,0
lanfrancus,470030,"in the ende this lanfrancus , by the helpe of aristotles logick , gregories olde constitucion , and the popes authorite , obtained both at rome & page xxixat wyndesore in englande , that canterbury shuld from thens fourth have the superporyte over the see of yorke .",1551,JohnBale,t0,469226,"mathew of westminstre saith , that paulus the abbot of s. albons , [ 1037 ] folowing the fotesteppes of his father lanfrancus , was than here in englande a most busy doer , for so muche as in england , fraunce , and italy , the great•• 〈 ◊ 〉 of men folowed in those days the opinion of berengarius , and oclefe .",1551,JohnBale,t0,4,0,0
lanfrancus,470304,other great miracles this lanfrancus ded in his lattre age .,1551,JohnBale,t0,331286,"lanfrancus thus comming to rome , with the other two bishops : he for the estimation of his learning , obtained of alexander two palles , one of honour , the other of love .",1583,JohnFoxe,t1,4,0,0
lanfrancus,468051,"normandy mōkes & archebishoppes of canterbury , by whome in those days was all the hurly hurly , turmoile , and change in religion here in englande , [ 993 ] lanfrancus contending for transubstanciacion of the eucharisticall breade to advaunce idolatry , and anselmus condemninge the marriage of prestes and autorite of princes for inuestynge of prelates , to sett up sodometry & impunite of sinne in the clergy .",1551,JohnBale,t0,469660,"a sore strife besell in the same selfe yeare , [ 886 ] betwyn these bastarde bishoppes , specially betwyn lanfrancus of canterbury & thomas norman of yorke , which of them shuld be highest in that mitred kingdome of idelnesse .",1551,JohnBale,t0,4,0,0
lanfrancus,468051,"normandy mōkes & archebishoppes of canterbury , by whome in those days was all the hurly hurly , turmoile , and change in religion here in englande , [ 993 ] lanfrancus contending for transubstanciacion of the eucharisticall breade to advaunce idolatry , and anselmus condemninge the marriage of prestes and autorite of princes for inuestynge of prelates , to sett up sodometry & impunite of sinne in the clergy .",1551,JohnBale,t0,309116,"also , it was asked of the saide anselme , whether that iee wold be with the king in geuing inuestures as lanfrancus his predecessor was with his father .",1583,JohnFoxe,t1,4,0,0
lanfrancus,469269,"[ 884 ] undre the same kinge also a solempne othe and profession by writinge to the bastarde bishop of rome was demaunded and taken by his vicar lanfrancus , in the yeare of our lord a m. and lxix .",1551,JohnBale,t0,331286,"lanfrancus thus comming to rome , with the other two bishops : he for the estimation of his learning , obtained of alexander two palles , one of honour , the other of love .",1583,JohnFoxe,t1,4,0,0
preestes,67147,"as though mens lyfecould be without lawes / but these defilers of the israelites tentes must not in this matter be borne with , wherfore we have nede here in these thinges of great wisdom , great iudgement , finally of great caution , that we do nothinge otherwise then it becometh christians / for what do these lawes hurt the church if they be not against the worde / verely there be some constitucions both fightinge manifestly with the worde of god , laynge snares for oure consciences / as preestes singlenes , monkishe vowes , sellinge of masses , and a thousande suche other / frō these we be fre because they fight with the worde of god .",1550,Anonymous,t0,246125,"seniors : confesseth to be corpus & collegium sacerdotum , a body or corporation and college of sacerdotall preestes .",1587,JohnBridges,t1,4,0,0
preestes,13821,"goe y , and teach all nations of the worlde , & c. without all doubt , s. paule did know ( and so doo wée ) that god did never place in his church , or appoint to succéede his apostles and disciples , any such bishops and préestes as you meane of .",1588,RobertCrowley,t1,237439,"which in the epistle before this that beza next citeth , is called of ciprian , the corpse of the preestes .",1587,JohnBridges,t1,4,0,0
preestes,68109,"so like wise he saith unto timothe in the firste chapytre.for this cause i left i e ī crete or candy , i t thou shuldest continve and holde on to amende suche thinges as are wantinge , and that thou shuldest ordeine preestes in every towne , as i appointed unto the .",1536,Anonymous1,t0,247617,"and the princes saide unto the preestes : the iudgement of death is not unto this man , because he hath spoken unto us in the name of the lorde our god .",1587,JohnBridges,t1,4,0,0
preestes,156090,"with suche maner reasons they arme the mindes of princes against the iudgement of god / in whiche god shall aske accomptes of them , why they have dissolved and undone so many matrimonies / why they have tormented / why they have slaine so many preestes .",1536,Anonymous2,t0,67147,"as though mens lyfecould be without lawes / but these defilers of the israelites tentes must not in this matter be borne with , wherfore we have nede here in these thinges of great wisdom , great iudgement , finally of great caution , that we do nothinge otherwise then it becometh christians / for what do these lawes hurt the church if they be not against the worde / verely there be some constitucions both fightinge manifestly with the worde of god , laynge snares for oure consciences / as preestes singlenes , monkishe vowes , sellinge of masses , and a thousande suche other / frō these we be fre because they fight with the worde of god .",1550,Anonymous,t0,4,0,0
preestes,67147,"as though mens lyfecould be without lawes / but these defilers of the israelites tentes must not in this matter be borne with , wherfore we have nede here in these thinges of great wisdom , great iudgement , finally of great caution , that we do nothinge otherwise then it becometh christians / for what do these lawes hurt the church if they be not against the worde / verely there be some constitucions both fightinge manifestly with the worde of god , laynge snares for oure consciences / as preestes singlenes , monkishe vowes , sellinge of masses , and a thousande suche other / frō these we be fre because they fight with the worde of god .",1550,Anonymous,t0,228851,"but unto every more frequented church , they ordeined bishops : and to every one of such churches , they commended the churches neerer adioining , that were in the lesser townes or villages , and to this purpose , they willed the preestes and curates of the same churches ( whome they called chorepiscop•s , bishops chorall ) eche one of them to hearken to the bishop , that was neerer to them , and to the presbitery or eldership .",1587,JohnBridges,t1,4,0,0
preestes,156090,"with suche maner reasons they arme the mindes of princes against the iudgement of god / in whiche god shall aske accomptes of them , why they have dissolved and undone so many matrimonies / why they have tormented / why they have slaine so many preestes .",1536,Anonymous2,t0,228764,"hee that commaundeth deacons to be chosen with so great care , whome it is apparant to bee the ministers of the sacred preestes : what woulde he have the bishops to be ?",1587,JohnBridges,t1,4,0,0
preestes,148393,"here thou arte occupieng the place of peter , of paule , of thomas , or of martine , but howe as iudas was amongeste the apostles simon magus amōgest the disciples , as a candell , newly quenched , that fewmeth over all the house , in stede of a lyghtlanterne , and as a smoke that blindeth mens eyn in stede of a cleare fire , if thou contrary thus the maner of livinge that christe and his apostles left to preestes .",1550,ThomasWimbledon,t0,67998,"chapitre of i e actes.and sendinge messangers from miletum to ephesus , he sent for preestes of the church , whiche when they were come to him , he said unto them .",1536,Anonymous1,t0,4,0,0
